Dish name,Dish ID,Ingredients,Raw ingredient name (from Ingredients),Cuisine,Timing,Serving size,Content,Dish type,Food group,Steps,Pre prep,Leftover recycle suggestion,Allergen info,Meals 2
Green Coconut Chutney,25,"Coconut Oil,Coriander Leaves,Curry leaves,Dried Red Chilli,Fresh Coconut,Green Chilli,Mustard Seeds (rai),Salt (Rock/Pink Himalayan)","Coconut Oil, Coriander Leaves, Curry leaves, Dried Red Chilli, Fresh Coconut, Green Chilli, Mustard Seeds (rai), Salt (Rock/Pink Himalayan)",Indian,Breakfast,1 Cup,https://drive.google.com/file/d/1hFzbK03cOGv5WeSrYLCIIgt1nabXgd_J/view?usp=sharing,Chutney,"Vegetarian,Plant-based","Add coconut, coriander, green chili, and salt in a blender and grind till smooth. Add approximately ¼ cup of water to get the smooth consistency of the chutney. Transfer chutney to a bowl.
To temper the chutney, heat ghee or oil in a tadka pan over medium flame.
Add mustard seeds. When the seeds crackle, add red chili and curry leaves.
Once the curry leaves start changing color and the aroma of red chilies is released turn off the heat. Make sure not to heat the tempering for too long else curry leaves and chilies will turn bitter.
Pour the tempering over the prepared coconut coriander chutney.
Serve Coconut Coriander Chutney with dosa, idli or pongal.","Chop the coconut scrapping into bite-size pieces, or grate the coconut. ",Use leftover chutney as dipping sauce for crackers. ,"Gluten Free, Dairy Free
Soy Free,
Wheat Free, Egg Free, 
Fish Free, Nuts Free",
Tomato Peanut Chutney,2,"Oil (Sesame/Coconut/Groundnut),White Urad Dal,Onion,Peanuts,Dried Red Chilli,Garlic,Tomato,""
Coriander Leaves

"",Curry leaves,Salt (Rock/Pink Himalayan),Fresh Coconut,Mustard Seeds (rai),White Urad Dal","Oil (Sesame/Coconut/Groundnut), White Urad Dal, Onion, Peanuts, Dried Red Chilli, Garlic, Tomato, 
Coriander Leaves

, Curry leaves, Salt (Rock/Pink Himalayan), Fresh Coconut, Mustard Seeds (rai), White Urad Dal",Indian,Breakfast,1 Cup,https://youtu.be/kqsCak5awXE?si=sgQ-2eEtRyRhDxdT,Chutney,"Vegetarian,Plant-based","In the kadai, add oil. Add urad dal, peanuts, onion, red chillies, garlic. Fry for 4 - 5 minutes.
Tip in cubed tomatoes, coriander and curry leaves, coconut and salt. Fry until the tomatoes turn soft. 
Turn off the heat. Once completely cooled, grind all the items really smooth.
Transfer to the serving bowl. Pour tadka of mustard seeds if you prefer. 
Mix well to serve.",,Use it as spread for sandwiches/dosa/wraps,"Gluten Free, Dairy Free, 
Soy Free,
Wheat Free, Egg Free, 
Fish Free",
Mushroom Avocado Toast,58,"""Bread Slices

"",Button Mushroom,Olive oil,Oregano,Red Chilli Flakes,Garlic,Salt (Rock/Pink Himalayan),Balsamic Vinegar ,Lemon,Ripe Avocado","Bread Slices

, Button Mushroom, Olive oil, Oregano, Red Chilli Flakes, Garlic, Salt (Rock/Pink Himalayan), Balsamic Vinegar , Lemon, Ripe Avocado",Continental,Breakfast,2 adults,https://www.instagram.com/reel/Comh4TGhuEW/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,Mains,"Vegetarian,Plant-based","Mash the ripe avocado in a bowl. Season it with salt and lemon juice. 
Heat oil in a pan. Add garlic, mushrooms. Season them with salt. 
Saute till all the liquid evaporates and musrooms are golden.
Add oregano, chilli flakes, vinegar. Mix turn off the heat. 
Toast bread slices till nicely crisp. 
Spread a spoonful of mashed avocado on each bread slice. 
Top it with a layer of sauteed mushrooms. 
Garnish with basil/coriander/microgreens.
Serve mushroom avocado toast immediately. ",,Use leftover bread to make hung curd sandwich. ,"Soy Free,
Egg Free, 
Fish Free, Dairy Free",
Mushroom Broccoli Soup,21,"Black Pepper Powder,Broccoli,Button Mushroom,Coconut Milk,Coriander Leaves,Coriander Stalks,Garlic,Olive oil,Onion,Salt (Rock/Pink Himalayan),Vegetable Stock (Broth)","Black Pepper Powder, Broccoli, Button Mushroom, Coconut Milk, Coriander Leaves, Coriander Stalks, Garlic, Olive oil, Onion, Salt (Rock/Pink Himalayan), Vegetable Stock (Broth)",Continental,Dinner,2 adults,https://drive.google.com/file/d/1eo870GGQl5pfDQXI_Zm6rLmeGcxzlwmV/view,Side,"Vegetarian,Plant-based","Heat olive oil in a saucepan or casserole. Add garlic and onion. Saute them for 2 minutes to release the aroma. No need to brown the garlic or onion.
Next, add mushrooms, cilantro stalks, and saute for 1 minute.
Add the broccoli florets. Saute for a minute. Add stock or water, salt, and pepper. Stir to combine. Cover the pan with the lid. Cook the soup for 10 minutes or till vegetables are tender.
Blend the soup to a smooth consistency. You can use an immersion blender for this purpose.
Add soup back to the saucepan. Add coconut milk. Bring the soup to the simmer. Stir to combine. Adjust seasoning. Let the soup simmer for 2 – 3 minutes.
Serve Broccoli Soup warm. ",,,"Gluten Free, Dairy Free
Soy Free,
Wheat Free, Egg Free, 
Fish Free",
Oats Banana Pancake,45,"""

Rolled Oats
"",""Flaxseeds
"",""Baking Powder
"",""Cinnamon Powder
"",""Cardamom Powder
"",Salt (Rock/Pink Himalayan),Dates,Banana,Coconut Milk","

Rolled Oats
, Flaxseeds
, Baking Powder
, Cinnamon Powder
, Cardamom Powder
, Salt (Rock/Pink Himalayan), Dates, Banana, Coconut Milk",Continental,Breakfast,6 pancake,https://www.instagram.com/reel/CuCJnkruX6y/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,Mains,"Vegetarian,Plant-based","Grind oats and flaxseeds to a fine powder.
Add baking powder, salt, cardamom powder, banana, dates, and milk. 
Blend to a smooth batter. Do not blend for too long. 
Heat a flat pan. Grease it with coconut oil. 
Pour a spoon ful of batter. Cook from both sides. 
Ragi Banana Pancakes are ready!",,,"Dairy Free
Egg Free, 
Fish Free, Mustard Free",
Fresh Fruits,3,"Banana,Strawberry,Apple","Banana, Strawberry, Apple",Indian,Breakfast,,,Salad,Plant-based,"Wash the fruits.
Peel and dice the fruits. 
Combine them. 
Serve in a bowl on side with cheela",,,,
Oats Dal Cheela,1,"Yellow Moong Dal,Rolled Oats,Fenugreek Seeds (Methi dana),Green Chilli,Ginger,Salt (Rock/Pink Himalayan),Red Chilli Powder,Cumin Powder (jeera powder),Hing (Asafoetida),Oil (Sesame/Coconut/Groundnut),Onion,Capsicum,Tomato,Water","Yellow Moong Dal, Rolled Oats, Fenugreek Seeds (Methi dana), Green Chilli, Ginger, Salt (Rock/Pink Himalayan), Red Chilli Powder, Cumin Powder (jeera powder), Hing (Asafoetida), Oil (Sesame/Coconut/Groundnut), Onion, Capsicum, Tomato, Water",Indian,Breakfast,6 pieces,https://youtu.be/eY0B-Htnb2I?si=xAkchO7FwH_QBg7o,Mains,"Vegetarian,Plant-based","Prepare Batter:
After soaking, drain the water from the yellow moong dal.
In the mixer, grind the soaked moong dal to a fine paste along with green chili, ginger using ¼ cup water. Make sure not to use more than ¼ Cup of water.
In a mixing bowl combine together powdered oats, moong dal paste, spices, and salt. Whisk to make a smooth, lump-free batter. The batter will be similar to the consistency of a dosa batter or pancake batter.
Prepare Chilla (Pancake):
Once batter is ready, heat a non stick pan over medium heat. Grease the pan with a teaspoon or so of cooking oil.
Pour a ladle full of batter on the pan and spread it in a circular motion to form a pancake style chilla. Sprinkle chopped onion, tomato, coriander on the chilla.
Drizzle little oil around the chilla, cook it until you notice the edges are getting brown and leaving the pan easily. Flip and cook on the other side for a few seconds
Once Oats Moong Dal Chilla is crisp on both sides, transfer it to a plate and proceed to make the chillas with the remaining batter.
Serve the Oats Moong Dal Chilla with green chutney/pickle for the wholesome breakfast or lunch","First make powder of oats in mixer. Transfer to a bowl and set aside.
Wash and soak yellow moong dal and fenugreek seeds in water for 4 – 5 hours. ",,"Gluten Free, Dairy Free, 
Soy Free, Mustard Free,
Wheat Free, Egg Free, 
Fish Free",
Onion Tomato Uttapam with dosa batter,53,"Idli Dosa Batter,Onion,Carrot,Capsicum,Tomato,Idli Podi,Green Chilli,Curry leaves,Coriander Leaves,Salt (Rock/Pink Himalayan)","Idli Dosa Batter, Onion, Carrot, Capsicum, Tomato, Idli Podi, Green Chilli, Curry leaves, Coriander Leaves, Salt (Rock/Pink Himalayan)",Indian,Breakfast,4 Uttapam,https://youtu.be/dApl7nkaVqE?si=JWlKQ74_KaiCL0AZ,Mains,Vegetarian,"Mix chopped vegetables, herbs, chilli, salt in a bowl. 
Spoon one ladle full of the batter in hot greased dosa pan.
Sprinkle podi over the veggies layer. 
Drizzle a teaspoon of oil . You can add few drops of ghee if desired. Cook in medium fame.
After a minute or two, flip the uttapam and cook in low flame for 2 minutes or until the onions get golden brown and crisp.
Serve Uttapam hot and crisp with chutney.",,Use leftover batter to make appe/idli/dosa,"Gluten Free, Wheat Free, Soy Free,
Egg Free, 
Fish Free, Mustard Free",
Orange Pomegranate Juice,89,"Pomegranate,Orange or Kinnow,Mint Leaves","Pomegranate, Orange or Kinnow, Mint Leaves",Continental,Pre Breakfast,2 Glasses,https://youtu.be/XowKYj0sbxg?si=z24E6DpuD2tD_4Th,Beverages,Plant-based,"Add all three ingredients in the juicer. 
Blend to get fresh juice. 
Do not add any water to churn the juice. ",Peel the pomegranate and coolect its pearls. ,Add leftover pomegranates to poha or bhel puri. They add lot of flavour and nutrition. ,"Gluten Free, Wheat Free, Egg Free, 
Fish Free, Mustard Free, Soy Free, Nut Free",
Overnight Oats,95,"Rolled Oats,Milk (Dairy or Non Dairy),Chia Seeds,Honey/Maple Syrup,Almonds,Fruits (Banana/Apple/Strawberry/Blueberry/Mango)","Rolled Oats, Milk (Dairy or Non Dairy), Chia Seeds, Honey/Maple Syrup, Almonds, Fruits (Banana/Apple/Strawberry/Blueberry/Mango)",Continental,Pre Breakfast,2 adults,https://youtu.be/WuPBnfqeh_M?si=LQjoZLMVIpDWVi26,Smoothies,Vegetarian,"Combine Oats, chia seeds and Milk in a bowl. Mix. Spoon into a jar with a tight-fitting lid.
Close and refrigerate for at least 5 – 6 hours, but preferably overnight before eating. 
Next day before eating, add honey, sliced almonds and fresh fruits. 
Enjoy for breakfast chilled!",Soaking Oats and chia seeds in milk or choice of liquid overnight.,Use leftover Oats to make cheela or Oats Banana Pancakes. ,"Soy Free, Egg Free, Fish Free, Mustard Free",
Palak Paneer,77,"Spinach ,Paneer,Ginger,Green Chilli,Groundnut Oil,Bay Leaf (Tej Patta),Cumin Seeds,Garlic,Onion,Tomato,Hing (Asafoetida),Salt (Rock/Pink Himalayan),Red Chilli Powder,Garam Masala Powder","Spinach , Paneer, Ginger, Green Chilli, Groundnut Oil, Bay Leaf (Tej Patta), Cumin Seeds, Garlic, Onion, Tomato, Hing (Asafoetida), Salt (Rock/Pink Himalayan), Red Chilli Powder, Garam Masala Powder",Indian,Dinner,2 adults,https://youtu.be/93c0dARFCYw?si=XP-48DnMBV3m4d-2,Mains,Vegetarian,"Fill a large saucepan with water and bring it to boil. 
Add spinach to the boiling water. Once the spinach starts wilting, turn off the heat. Cook for about a minute. 
Remove the spinach from the saucepan or drain the spinach into a colander. 
You don’t need to squeeze the excess liquid from the spinach beforehand. 
Add ginger, green chili. Blend the spinach for about 10 seconds. 
Do not add water while blending and keep the texture a bit coarse.  
Heat oil in a kadhai or pan. 
Add finely chopped garlic, cumin, asafoetida, onion, bay leaf. Fry them for about 4 - 5 minutes, until they turn light golden. 
Add grated tomato paste, salt, chilli powder and coriander powder. Cook the masala over low heat for 5 minutes. 
Add spinach puree, garam masala, and paneer.  Mix nicely. 
Cover and cook over low heat for 5 minutes. 
Serve Palak Paneer warm with chapati. ","Clean spinach leaves. 
Blanch them in hot water.
Blend with ginger and chilli to a puree.
Store puree in refrigerator for 1 - 2 days. ",Use leftover spinach to make Spinach Oats Uttapam. ,"Gluten Free, Wheat Free,
Egg Free, Nut Free,
Fish Free, Mustard Free, Soy Free",
Papaya Smoothie Bowl,23,"Papaya ,Banana,Vegan Protein Powder (optional),Coconut Milk,Muesli or Granola,Chia Seeds","Papaya , Banana, Vegan Protein Powder (optional), Coconut Milk, Muesli or Granola, Chia Seeds",Continental,Breakfast,1 bowl,https://www.youtube.com/watch?v=g4uK2hF0hOQ,Smoothies,"Vegetarian,Plant-based","Add all papaya, banana, maca powder, lime juice, and coconut milk to the blender. Blend on high until one consistency.
Pour into the large bowl. Add muesli, chia seeds and other chopped fruits on top. Enjoy immediately with a spoon.",,,"Gluten Free, Dairy Free
Soy Free,
Wheat Free, Egg Free, 
Fish Free",
Pink Dragon Fruit Smoothie Bowl ,50,"""Dragon Fruit 
"",Oat Milk,Banana,Granola,Chia Seeds,Fresh Coconut,""Almond Flakes 
"",""Raspberries/Strawberries/ Blueberries
""","Dragon Fruit 
, Oat Milk, Banana, Granola, Chia Seeds, Fresh Coconut, Almond Flakes 
, Raspberries/Strawberries/ Blueberries
",Continental,Breakfast,1 bowl,https://youtube.com/shorts/us43VGHNwX0?si=EtXdwBdSkfMMYj8q,Smoothies,Plant-based,"Blend dragon fruit, banana and oat milk to a smooth consistency. 
Transfer to a bowl.
Top it with granola, coconut shavings, almond flakes, seeds, berries. 
Enjoy!",,,"Gluten Free, Wheat Free, Soy Free,
Egg Free, 
Fish Free, Mustard Free, Dairy Free",
Pressure Cooker Chana Curry,24,"Chickpea (white kabuli chana),Chole Masala,Coriander Leaves,Coriander Powder,Cumin Seeds,Garlic,Ginger,Mustard Oil,Onion,Red Chilli Powder,Salt (Rock/Pink Himalayan),Tomato,Turmeric Powder,Bay Leaf (Tej Patta),Black Cardamom (badi elaichi),Green Cardamom","Chickpea (white kabuli chana), Chole Masala, Coriander Leaves, Coriander Powder, Cumin Seeds, Garlic, Ginger, Mustard Oil, Onion, Red Chilli Powder, Salt (Rock/Pink Himalayan), Tomato, Turmeric Powder, Bay Leaf (Tej Patta), Black Cardamom (badi elaichi), Green Cardamom",Indian,Lunch,2 adults,https://youtu.be/uKUvtyjw8R0?si=AGYLcsp8zhKcY0Ll,Mains,"Vegetarian,Plant-based","Heat oil in the pressure cooker. Add cumin seeds, bayleaf and cardamom pods. Once the seeds start spluttering, add the onions, ginger and garlic and cook on high till they are brown (about 3-4 minutes), stirring continuously or on low for 8-10 minutes.
Add the tomatoes, salt, turmeric powder, chilli powder and anardana powder to the pot. Cook till the tomatoes break down and start becoming mushy (4-5 minutes). Add the chickpeas, potatoes, green chillies and 2 ½ cups water to the pot. Pressure cook for 6-7 whistles or till the chana can be easily broken between two fingers.
Once the pressure is released, open the cooker and add garam masala, and kasuri methi (if using). If the gravy is too thick, add ¼ to ½ cup water. Adjust salt to taste and simmer for 5 minutes before turning off the flame. Top with chopped coriander and serve hot.",Rinse and soak chickpeas (chana) overnigh or atleast for 6 hours in water. ,Use leftover chana to make chana pulao or chana fried rice. ,"Gluten Free, Dairy Free
Soy Free,
Wheat Free, Egg Free, 
Fish Free",
Beetroot Chaas,32,"Beetroot,Black Pepper Powder,Cumin Powder (jeera powder),Curd,Curry leaves,Ginger,Ice Cubes,Salt (Rock/Pink Himalayan),Water","Beetroot, Black Pepper Powder, Cumin Powder (jeera powder), Curd, Curry leaves, Ginger, Ice Cubes, Salt (Rock/Pink Himalayan), Water",Indian,Lunch,2 Glasses,https://youtu.be/emYvH_ixdV4?si=LhRWQ2vHvCxcdsy_,Beverages,Vegetarian,"Transfer the beetroots in a blender jar. Add ½ cup yogurt and grind to fine paste.
Transfer in a bowl. Add remaining yogurt and whisk well. Add 3 cups chilled water and mix well.
For the tempering, heat ghee in a small pan. Add cumin seeds and once they start to change the colour, add ginger, green chillies and sauté for 30 seconds.
Add this tempering to the chaas and mix well. Add black salt, salt, chaat masala and mix well.
Add mint leaves, coriander leaves and mix well.
Serve chilled garnished with mint leaves.","Wash, peel, and boil beetroot. ",Add leftover steamed beetroot to hummus and you will get beetroot hummus. ,"Gluten Free, 
Soy Free,
Wheat Free, Egg Free, 
Fish Free, Nuts Free",
Quinoa Dosa,26,"Ghee,Fenugreek Seeds (Methi dana),White Quinoa,Salt (Rock/Pink Himalayan),Rolled Oats,Urad Dal,Water","Ghee, Fenugreek Seeds (Methi dana), White Quinoa, Salt (Rock/Pink Himalayan), Rolled Oats, Urad Dal, Water",Indian,Lunch,6 dosa,https://drive.google.com/file/d/1XFysGPpRU-fUZVFQcAn1Ee71zTVt6_Jp/view?usp=sharing,Mains,"Vegetarian,Plant-based","Drain out all the water. Add to a heavy duty blender and grind using 1/8 cup to 1/4 cup of water. The dosa batter consistency will be like pancake batter. 
Add salt and whisk for 5 minutes in circular motion.
Allow to rest for 15 minutes or start making the dosa’s right away
Preheat a nonstick griddle on low heat and pour about ⅓ cup of batter and spread it into a thin dosa using the back of the ladle or a measuring cup. Starting from the middle spread the batter in a circular motion going outwards.
Once the bottom of the dosa starts to turn golden brown, evenly spread a little bit of oil or ghee on the dosa. Allow the dosa to crisp up further for another couple of minutes or if you like softer dosa lower the heat and take the dosa out.
Using a flat spatula start remove the dosa from the outer edges, then gently fold the dosa and serve immediately with coconut chutney.
Before making the next dosa, lower the heat and wipe the pan using wet paper towels. 
","Rinse the quinoa, oats & urad with methi dana. Drain out the water and then soak with 3 cups of water for 4 hours.","Use leftover quinoa dosa batter to make Uttapam, or Appe. ","Gluten Free, Dairy Free
Soy Free,
Wheat Free, Egg Free, 
Fish Free, Nuts Free",
Vegetable Sambar,27,"Toor Dal,Garlic,Tomato,Carrot,Pumpkin,Drumstick,Tamarind Paste,Jaggery Powder,Salt (Rock/Pink Himalayan),Turmeric Powder,Red Chilli Powder,Sambar Powder,Water,Ghee,Mustard Seeds (rai),Hing (Asafoetida),Onion,Curry leaves,Dried Red Chilli","Toor Dal, Garlic, Tomato, Carrot, Pumpkin, Drumstick, Tamarind Paste, Jaggery Powder, Salt (Rock/Pink Himalayan), Turmeric Powder, Red Chilli Powder, Sambar Powder, Water, Ghee, Mustard Seeds (rai), Hing (Asafoetida), Onion, Curry leaves, Dried Red Chilli",Indian,Lunch,2 adults,https://youtu.be/KyxSJSqj7ig?si=U8mCKqqF0LXnht0k,Mains,"Vegetarian,Plant-based","Transfer dal to a pressure cooker with the chopped carrot, pumpkin, bottle gourd, tomato, turmeric powder, red chilli powder, garlic, salt and water. Stir to mix. Pressure Cook for 3 whistles over medium heat. The dal should become soft and mushy.
Turn off the heat and release the steam manually from the pressure cooker.
Heat ghee in a kadhai. Once hot, add mustard seeds, red chillies, asafoetida, and curry leaves. Saute for 30 to 40 seconds or till seeds start spluttering.
Add onion (shallots) and drumsticks. Fry till onions are translucent and drumsticks are tender. Add boiled sambar over the tadka (be cautious as there will be sizzling). Stir to combine.
Add tamarind paste, jaggery, and sambar powder. Allow the vegetable sambar to simmer over low heat for 15 minutes. Keep stirring at regular intervals. At this stage, you can taste and add more seasoning or spices to your sambar.
Serve Vegetable Sambar warm with idli, dosa or rice.",Rinse and soak toor dal in water for 10 minutes,Serve leftover sambar with rice or boiled quinoa for a meal. ,"Gluten Free, Dairy Free
Soy Free,
Wheat Free, Egg Free, 
Fish Free, Nuts Free",
Bhujia Sev,98,,,,,,,,,,,,,
Red Rice Matar Poha,28,"Flattened Red Rice (Poha),Green Peas,Onion,Green Chilli,Mustard Seeds (rai),Curry leaves,Peanuts,Salt (Rock/Pink Himalayan),Groundnut Oil,Lemon,Coriander Leaves,Golden Raisins,Pomegranate,Pumpkin Seeds,Bhujia Sev","Flattened Red Rice (Poha), Green Peas, Onion, Green Chilli, Mustard Seeds (rai), Curry leaves, Peanuts, Salt (Rock/Pink Himalayan), Groundnut Oil, Lemon, Coriander Leaves, Golden Raisins, Pomegranate, Pumpkin Seeds, Bhujia Sev",Indian,Breakfast,2 adults,https://www.instagram.com/reel/CvcSn6xBsvU/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,Mains,"Vegetarian,Plant-based","Place the flattened rice in a metal colander and rinse with water. Once it is moistened nicely. Set aside. Do not rinse the poha for too long else it will turn mushy.
Heat oil in a heavy bottom kadai. Add the mustard seeds and fry till the mustard splutters. Add curry leaves and green chilies to the oil, fry for 10 – 20 seconds.
Now add the sliced onion, peanut, and fry for 1 – 2 minutes or till the onion turns light golden in color.
Add the green peas and fry nicely for the next 5 minutes. Season with salt, sugar, and spices. Stir to combine.
Once the green peas are nicely cooked add the softened flattened rice (chura).
Add fresh coriander, lemon juice, pomegranate, and green chutney. Mix nicely and cover the pan with a lid. Allow the poha to cook for 2 – 3 minutes covered for the flavors to combine well. Turn off the heat.
Serve Matar Poha for breakfast or as a tea time snack.",,,"Gluten Free, Dairy Free
Soy Free,
Wheat Free, Egg Free, 
Fish Free",
Smashed Chickpea Avocado Sandwich,30,"Avocado,Black Pepper Powder,Chickpea (White kabuli chana),Coriander Leaves,Lemon,English Mustard Paste or Sauce,Red Bell Pepper,Onion,Salt (Rock/Pink Himalayan),Sourdough bread,Tahini Paste (white sesame seeds paste)","Avocado, Black Pepper Powder, Chickpea (White kabuli chana), Coriander Leaves, Lemon, English Mustard Paste or Sauce, Red Bell Pepper, Onion, Salt (Rock/Pink Himalayan), Sourdough bread, Tahini Paste (white sesame seeds paste)",Continental,Breakfast,3 sandwiches,https://www.instagram.com/reel/CvzbdTFBXPa/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,Mains,"Vegetarian,Plant-based","In a medium mixing bowl, using a fork or potato masher smash the chickpeas and avocado together. Add in the remaining ingredients, salt and seasoning. Mix nicely, taste, and if required add more salt. The filling for sandwich is ready!
Now toast the sourdough bread slices in a pan or on a toaster. 
Spread 2 tablespoons of filling on the toasted bread slice, cover it with another toasted bread. 
Serve smashed chana avoacdo sandwich. ","1. Soak chickpea
2. Ripen avocados",Use leftover boiled chickpeas to make chana curry or hummus. ,"Dairy Free, Soy Free, Egg Free, 
Fish Free, Nuts Free",
Spinach Oats Uttapam ,61,"""Green Moong Dal
"",Rolled Oats,Spinach ,Coriander Stalks,Garlic,Green Chilli,Ginger,Salt (Rock/Pink Himalayan),Cumin Powder (jeera powder),Hing (Asafoetida),Oil (Sesame/Coconut/Groundnut),Onion,Tomato,Idli Podi,Curry leaves","Green Moong Dal
, Rolled Oats, Spinach , Coriander Stalks, Garlic, Green Chilli, Ginger, Salt (Rock/Pink Himalayan), Cumin Powder (jeera powder), Hing (Asafoetida), Oil (Sesame/Coconut/Groundnut), Onion, Tomato, Idli Podi, Curry leaves",Indian,Breakfast,6 mini uttapam,https://www.instagram.com/reel/CvXJf6QB3GC/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,Mains,Vegetarian,"Drain all the water from soaked moong. 
Blend it with oats, spinach, ginger, garlic coriander stalks, hing, salt to a smooth batter. Use 1/4 cup of water to get the smooth consistency. 
Make sure batter is not too thin. 
Transfer batter to a bowl. Whisk for 5 minutes. Cover and let it rest for 5 minutes. 
Mix chopped vegetables, herbs, chilli, salt in a bowl. 
Spoon one ladle full of the batter in hot greased dosa pan.
Sprinkle podi over the veggies layer. 
Drizzle a teaspoon of oil . You can add few drops of ghee if desired. Cook in medium fame.
After a minute or two, flip the uttapam and cook in low flame for 2 minutes or until the onions get golden brown and crisp.
Serve Uttapam hot and crisp with chutney.",Rinse and soak green moong in water for 6 hours or best overnight. ,Use rolled oats to make Oats Banana Pancakes. ,"Gluten Free, Wheat Free, Soy Free,
Egg Free, 
Fish Free, Mustard Free",
Ragi Roti,63,"Ragi Flour,Salt (Rock/Pink Himalayan),Water,Coconut Oil","Ragi Flour, Salt (Rock/Pink Himalayan), Water, Coconut Oil",Indian,Lunch,4 chapati,https://youtu.be/aJHaw9eDP4E?si=mjrwbC1NMlzfrLJt,Side,"Vegetarian,Plant-based","Combine water, salt, oil in a bowl. 
Boil water. Once it if hot. Turn off the heat.
Add ragi flour. Mix nicley.
Transfer to a bigger bowl or flat surface. Knead to form a smooth dough. 
Shape chapati. Cook it on hot tawa and then on gas flame. 
Serve warm.",,Use leftover chapatis to make pizza or wraps. ,"Gluten Free, Wheat Free, Soy Free,
Egg Free, 
Fish Free, Mustard Free, Dairy Free",
Sprouts Spinach Sabzi,62,"Sesame Oil,Mustard Seeds (rai),Dried Red Chilli,Garlic,Peanuts,Onion,Mixed Dal Sprouts ,Spinach ,Salt (Rock/Pink Himalayan),Turmeric Powder,Red Chilli Powder","Sesame Oil, Mustard Seeds (rai), Dried Red Chilli, Garlic, Peanuts, Onion, Mixed Dal Sprouts , Spinach , Salt (Rock/Pink Himalayan), Turmeric Powder, Red Chilli Powder",Indian,Lunch,2 adults,https://www.instagram.com/reel/CuRkP2HBHR_/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,Mains,"Vegetarian,Plant-based","Heat oil in a kadhai. 
Add mustard seeds, red chilli, garlic and fry for a minute. 
Add onion and fry till it turn light golden. 
Add sprouts, spinach, salt and spices. Mix nicely.
Cover and cook for 5 minutes over low heat. 
Add crushed peanuts. Serve with chapati.",,,"Gluten Free, Wheat Free, Soy Free,
Egg Free, 
Fish Free, Mustard Free, Dairy Free",
Easy Side Salad,29,"Carrot,Tomato,Cucumber,Lemon,Salt (Rock/Pink Himalayan),Microgreens","Carrot, Tomato, Cucumber, Lemon, Salt (Rock/Pink Himalayan), Microgreens",Indian,All Day,2 adults,https://youtu.be/4CsHJXvePm4?si=UFjOc0Rq82_MfGgX,Salad,"Vegetarian,Plant-based","Wash, peel, and cut the vegetables in slices. 
Season with salt and lemon juice.
Add microgreens and enjoy.",,Add leftover microgreens as garnish to poha/fried rice/soups/dals.,"Gluten Free, Dairy Free
Soy Free,
Wheat Free, Egg Free, 
Fish Free, Nuts Free",
Tofu Jalfrezi,31,"Onion,Coriander Powder,Coriander Leaves,Ginger,Ginger Garlic Paste,Capsicum,Cumin Seeds,Fenugreek Seeds (methi dana),Mustard Oil,Kalonji (nigella/onion seeds),Red Bell Pepper,Red Chilli Powder,Salt (Rock/Pink Himalayan),Tomato,Tomato Puree or Paste,Turmeric Powder","Onion, Coriander Powder, Coriander Leaves, Ginger, Ginger Garlic Paste, Capsicum, Cumin Seeds, Fenugreek Seeds (methi dana), Mustard Oil, Kalonji (nigella/onion seeds), Red Bell Pepper, Red Chilli Powder, Salt (Rock/Pink Himalayan), Tomato, Tomato Puree or Paste, Turmeric Powder",Indian,Lunch,2 adults,https://youtu.be/GoW774DId4E?si=pCNxVk_v2rXGtFfP,Mains,"Vegetarian,Plant-based","Heat oil in a wok or stir fry pan over medium flame.
Add cumin seeds and nigella seeds. Cook for 10 seconds. Add sliced onion, fry till onion softens. Add ginger-garlic paste and fry for a minute.
Next, add the tomato puree, salt, and spices. Stir to combine. Add ¼ cup of water, mix, and cook the masala over low heat for 1 – 2 minutes.
Add the colored bell peppers, capsicum, and fry again on high flame for 2 minutes to cook the vegetables.
At last add paneer strips, sliced tomato, dried fenugreek leaves, and gently mix them until all the masalas coat all the vegetables and paneer. Continue cooking for 2-3 minutes but do not stir very frequently otherwise paneer will crumble.
Sprinkle sliced ginger and coriander leaves before serving.
Serve Tofu Jalfrezi warm with chapati.",Blend two tomaotes in a blender instead of store bought puree. ,Use leftover tofu jalfrezi as filling for sandwiches/dosa/wraps,"Gluten Free, Dairy Free
Soy Free,
Wheat Free, Egg Free, 
Fish Free, Nuts Free",
